id,time,price
"USDEUR",14:58:19.722,1.170393
"USDEUR",14:58:20.722,1.170529
"USDEUR",14:58:21.722,1.170525
"USDEUR",14:58:22.722,1.170565
"USDEUR",14:58:23.722,1.170399
"USDEUR",14:58:24.722,1.170379
"USDEUR",14:58:25.722,1.170333
"USDEUR",14:58:26.722,1.170274
"USDEUR",14:58:27.722,1.170317
"USDEUR",14:58:28.722,1.170414
"USDEUR",14:58:29.722,1.170354
"USDEUR",14:58:30.722,1.170211
"USDEUR",14:58:31.722,1.170118
"USDEUR",14:58:32.722,1.170118
"USDEUR",14:58:33.722,1.170124
"USDEUR",14:58:34.722,1.169899
"USDEUR",14:58:35.722,1.169674
"USDEUR",14:58:36.722,1.169488
"USDEUR",14:58:37.722,1.169363
"USDEUR",14:58:38.722,1.169598
"USDEUR",14:58:39.722,1.169631
"USDEUR",14:58:40.722,1.169574
"USDEUR",14:58:41.722,1.16942
"USDEUR",14:58:42.722,1.169398
"USDEUR",14:58:43.722,1.169595
"USDEUR",14:58:44.722,1.169331
"USDEUR",14:58:45.722,1.169291
"USDEUR",14:58:46.722,1.169279
"USDEUR",14:58:47.722,1.169264
"USDEUR",14:58:48.722,1.169271
"USDEUR",14:58:49.722,1.169228
"USDEUR",14:58:50.722,1.1692
"USDEUR",14:58:51.722,1.169108
"USDEUR",14:58:52.722,1.169169
"USDEUR",14:58:53.722,1.168981
"USDEUR",14:58:54.722,1.169004
"USDEUR",14:58:55.722,1.168995
"USDEUR",14:58:56.722,1.169066
"USDEUR",14:58:57.722,1.168886
"USDEUR",14:58:58.722,1.168752
"USDEUR",14:58:59.722,1.168634
"USDEUR",14:59:00.722,1.168736
"USDEUR",14:59:01.722,1.168668
"USDEUR",14:59:02.722,1.16868
"USDEUR",14:59:03.722,1.168622
"USDEUR",14:59:04.722,1.16849
"USDEUR",14:59:05.722,1.168574
"USDEUR",14:59:06.722,1.168502
"USDEUR",14:59:07.722,1.168541
"USDEUR",14:59:08.722,1.16848
"USDEUR",14:59:09.722,1.168523
"USDEUR",14:59:10.722,1.168467
"USDEUR",14:59:11.722,1.168387
"USDEUR",14:59:12.722,1.168447
"USDEUR",14:59:13.722,1.168404
"USDEUR",14:59:14.722,1.168306
"USDEUR",14:59:15.722,1.168437
"USDEUR",14:59:16.722,1.168377
"USDEUR",14:59:17.722,1.168364
"USDEUR",14:59:18.722,1.168454
"USDEUR",14:59:19.722,1.168438
"USDEUR",14:59:20.722,1.168546
"USDEUR",14:59:21.722,1.168398
"USDEUR",14:59:22.722,1.168426
"USDEUR",14:59:23.722,1.16826
"USDEUR",14:59:24.722,1.168171
"USDEUR",14:59:25.722,1.168364
"USDEUR",14:59:26.722,1.168382
"USDEUR",14:59:27.722,1.168297
"USDEUR",14:59:28.722,1.168365
"USDEUR",14:59:29.722,1.168549
"USDEUR",14:59:30.722,1.168397
"USDEUR",14:59:31.722,1.168315
"USDEUR",14:59:32.722,1.168314
"USDEUR",14:59:33.722,1.168324
"USDEUR",14:59:34.722,1.168261
"USDEUR",14:59:35.722,1.168262
"USDEUR",14:59:36.722,1.16819
"USDEUR",14:59:37.722,1.168331
"USDEUR",14:59:38.722,1.168427
"USDEUR",14:59:39.722,1.168413
"USDEUR",14:59:40.722,1.168495
"USDEUR",14:59:41.722,1.168437
"USDEUR",14:59:42.722,1.168274
"USDEUR",14:59:43.722,1.168298
"USDEUR",14:59:44.722,1.16819
"USDEUR",14:59:45.722,1.168139
"USDEUR",14:59:46.722,1.168122
"USDEUR",14:59:47.722,1.167983
"USDEUR",14:59:48.722,1.167995
"USDEUR",14:59:49.722,1.167857
"USDEUR",14:59:50.722,1.167915
"USDEUR",14:59:51.722,1.167999
"USDEUR",14:59:52.722,1.168036
"USDEUR",14:59:53.722,1.168101
"USDEUR",14:59:54.722,1.168133
"USDEUR",14:59:55.722,1.168015
"USDEUR",14:59:56.722,1.168029
"USDEUR",14:59:57.722,1.168158
"USDEUR",14:59:58.722,1.16817
"USDEUR",14:59:59.722,1.168301
"USDEUR",15:00:00.722,1.168431
"USDEUR",15:00:01.722,1.168534
"USDEUR",15:00:02.722,1.168844
"USDEUR",15:00:03.722,1.168858
"USDEUR",15:00:04.722,1.168871
"USDEUR",15:00:05.722,1.168852
"USDEUR",15:00:06.722,1.168756
"USDEUR",15:00:07.722,1.168734
"USDEUR",15:00:08.722,1.168686
"USDEUR",15:00:09.722,1.168675
"USDEUR",15:00:10.722,1.168642
"USDEUR",15:00:11.722,1.168656
"USDEUR",15:00:12.722,1.168579
"USDEUR",15:00:13.722,1.168556
"USDEUR",15:00:14.722,1.168536
"USDEUR",15:00:15.722,1.168458
"USDEUR",15:00:16.722,1.168384
"USDEUR",15:00:17.722,1.16844
"USDEUR",15:00:18.722,1.168392
"USDEUR",15:00:19.722,1.168371
"USDEUR",15:00:20.722,1.168293
"USDEUR",15:00:21.722,1.16842
"USDEUR",15:00:22.722,1.168563
"USDEUR",15:00:23.722,1.16862
"USDEUR",15:00:24.722,1.168523
"USDEUR",15:00:25.722,1.168476
"USDEUR",15:00:26.722,1.168435
"USDEUR",15:00:27.722,1.168456
"USDEUR",15:00:28.722,1.168651
"USDEUR",15:00:29.722,1.168793
"USDEUR",15:00:30.722,1.168819
"USDEUR",15:00:31.722,1.168685
"USDEUR",15:00:32.722,1.168737
"USDEUR",15:00:33.722,1.168888
"USDEUR",15:00:34.722,1.168765
"USDEUR",15:00:35.722,1.168899
"USDEUR",15:00:36.722,1.168906
"USDEUR",15:00:37.722,1.168796
"USDEUR",15:00:38.722,1.168726
"USDEUR",15:00:39.722,1.16899
"USDEUR",15:00:40.722,1.169015
"USDEUR",15:00:41.722,1.169007
"USDEUR",15:00:42.722,1.169071
"USDEUR",15:00:43.722,1.168937
"USDEUR",15:00:44.722,1.168908
"USDEUR",15:00:45.722,1.168979
"USDEUR",15:00:46.722,1.169014
"USDEUR",15:00:47.722,1.168871
"USDEUR",15:00:48.722,1.169063
"USDEUR",15:00:49.722,1.168892
"USDEUR",15:00:50.722,1.169043
"USDEUR",15:00:51.722,1.169046
"USDEUR",15:00:52.722,1.16919
"USDEUR",15:00:53.722,1.169229
"USDEUR",15:00:54.722,1.169122
"USDEUR",15:00:55.722,1.16919
"USDEUR",15:00:56.722,1.169367
"USDEUR",15:00:57.722,1.169464
"USDEUR",15:00:58.722,1.169676
"USDEUR",15:00:59.722,1.16962
"USDEUR",15:01:00.722,1.169585
"USDEUR",15:01:01.722,1.169421
"USDEUR",15:01:02.722,1.169307
"USDEUR",15:01:03.722,1.169505
"USDEUR",15:01:04.722,1.16952
"USDEUR",15:01:05.722,1.169436
"USDEUR",15:01:06.722,1.1694
"USDEUR",15:01:07.722,1.169475
"USDEUR",15:01:08.722,1.169335
"USDEUR",15:01:09.722,1.169417
"USDEUR",15:01:10.722,1.169407
"USDEUR",15:01:11.722,1.169423
"USDEUR",15:01:12.722,1.169444
"USDEUR",15:01:13.722,1.169419
"USDEUR",15:01:14.722,1.169516
"USDEUR",15:01:15.722,1.169513
"USDEUR",15:01:16.722,1.169418
"USDEUR",15:01:17.722,1.169516
"USDEUR",15:01:18.722,1.16956
"USDEUR",15:01:19.722,1.16966
"USDEUR",15:01:20.722,1.169849
"USDEUR",15:01:21.722,1.169714
"USDEUR",15:01:22.722,1.169782
"USDEUR",15:01:23.722,1.16974
"USDEUR",15:01:24.722,1.169792
"USDEUR",15:01:25.722,1.169903
"USDEUR",15:01:26.722,1.170038
"USDEUR",15:01:27.722,1.170155
"USDEUR",15:01:28.722,1.170133
"USDEUR",15:01:29.722,1.170073
"USDEUR",15:01:30.722,1.170102
"USDEUR",15:01:31.722,1.170023
"USDEUR",15:01:32.722,1.170021
"USDEUR",15:01:33.722,1.170067
"USDEUR",15:01:34.722,1.17001
"USDEUR",15:01:35.722,1.170043
"USDEUR",15:01:36.722,1.170167
"USDEUR",15:01:37.722,1.170259
"USDEUR",15:01:38.722,1.170323
"USDEUR",15:01:39.722,1.170496
"USDEUR",15:01:40.722,1.170481
"USDEUR",15:01:41.722,1.170361
"USDEUR",15:01:42.722,1.170242
"USDEUR",15:01:43.722,1.170171
"USDEUR",15:01:44.722,1.169933
"USDEUR",15:01:45.722,1.170147
"USDEUR",15:01:46.722,1.170105
"USDEUR",15:01:47.722,1.169966
"USDEUR",15:01:48.722,1.169991
"USDEUR",15:01:49.722,1.169935
"USDEUR",15:01:50.722,1.169789
"USDEUR",15:01:51.722,1.169827
"USDEUR",15:01:52.722,1.16963
"USDEUR",15:01:53.722,1.169634
"USDEUR",15:01:54.722,1.169598
"USDEUR",15:01:55.722,1.169555
"USDEUR",15:01:56.722,1.169477
"USDEUR",15:01:57.722,1.169561
"USDEUR",15:01:58.722,1.169503
"USDEUR",15:01:59.722,1.169502
"USDEUR",15:02:00.722,1.169491
"USDEUR",15:02:01.722,1.16953
"USDEUR",15:02:02.722,1.169626
"USDEUR",15:02:03.722,1.169705
"USDEUR",15:02:04.722,1.169584
"USDEUR",15:02:05.722,1.169482
"USDEUR",15:02:06.722,1.169589
"USDEUR",15:02:07.722,1.169583
"USDEUR",15:02:08.722,1.169519
"USDEUR",15:02:09.722,1.169518
"USDEUR",15:02:10.722,1.169454
"USDEUR",15:02:11.722,1.169543
"USDEUR",15:02:12.722,1.16952
"USDEUR",15:02:13.722,1.169338
"USDEUR",15:02:14.722,1.169223
"USDEUR",15:02:15.722,1.169464
"USDEUR",15:02:16.722,1.169506
"USDEUR",15:02:17.722,1.16971
"USDEUR",15:02:18.722,1.169698
"USDEUR",15:02:19.722,1.16957
"USDEUR",15:02:20.722,1.169696
"USDEUR",15:02:21.722,1.169783
"USDEUR",15:02:22.722,1.169779
"USDEUR",15:02:23.722,1.169987
"USDEUR",15:02:24.722,1.17011
"USDEUR",15:02:25.722,1.170098
"USDEUR",15:02:26.722,1.169996
"USDEUR",15:02:27.722,1.169936
"USDEUR",15:02:28.722,1.169974
"USDEUR",15:02:29.722,1.169865
"USDEUR",15:02:30.722,1.169701
"USDEUR",15:02:31.722,1.169573
"USDEUR",15:02:32.722,1.169603
"USDEUR",15:02:33.722,1.169637
"USDEUR",15:02:34.722,1.169832
"USDEUR",15:02:35.722,1.16978
"USDEUR",15:02:36.722,1.169618
"USDEUR",15:02:37.722,1.169549
"USDEUR",15:02:38.722,1.169571
"USDEUR",15:02:39.722,1.169733
"USDEUR",15:02:40.722,1.169743
"USDEUR",15:02:41.722,1.169619
"USDEUR",15:02:42.722,1.169558
"USDEUR",15:02:43.722,1.169416
"USDEUR",15:02:44.722,1.169453
"USDEUR",15:02:45.722,1.169351
"USDEUR",15:02:46.722,1.16936
"USDEUR",15:02:47.722,1.16941
"USDEUR",15:02:48.722,1.169368
"USDEUR",15:02:49.722,1.169441
"USDEUR",15:02:50.722,1.169551
"USDEUR",15:02:51.722,1.169514
"USDEUR",15:02:52.722,1.169461
"USDEUR",15:02:53.722,1.16954
"USDEUR",15:02:54.722,1.169613
"USDEUR",15:02:55.722,1.169586
"USDEUR",15:02:56.722,1.169573
"USDEUR",15:02:57.722,1.169722
"USDEUR",15:02:58.722,1.16952
"USDEUR",15:02:59.722,1.169697
"USDEUR",15:03:00.722,1.169704
"USDEUR",15:03:01.722,1.169759
"USDEUR",15:03:02.722,1.169802
"USDEUR",15:03:03.722,1.169894
"USDEUR",15:03:04.722,1.169915
"USDEUR",15:03:05.722,1.169816
"USDEUR",15:03:06.722,1.169858
"USDEUR",15:03:07.722,1.169972
"USDEUR",15:03:08.722,1.170082
"USDEUR",15:03:09.722,1.170151
"USDEUR",15:03:10.722,1.170358
"USDEUR",15:03:11.722,1.170237
"USDEUR",15:03:12.722,1.170263
"USDEUR",15:03:13.722,1.170407
"USDEUR",15:03:14.722,1.170307
"USDEUR",15:03:15.722,1.170181
"USDEUR",15:03:16.722,1.170167
"USDEUR",15:03:17.722,1.170176
"USDEUR",15:03:18.722,1.170135
"USDEUR",15:03:19.722,1.170046
"USDEUR",15:03:20.722,1.170123
"USDEUR",15:03:21.722,1.170025
"USDEUR",15:03:22.722,1.170083
"USDEUR",15:03:23.722,1.170196
"USDEUR",15:03:24.722,1.170179
"USDEUR",15:03:25.722,1.170118
"USDEUR",15:03:26.722,1.17011
"USDEUR",15:03:27.722,1.17022
"USDEUR",15:03:28.722,1.170252
"USDEUR",15:03:29.722,1.170291
"USDEUR",15:03:30.722,1.170376
"USDEUR",15:03:31.722,1.170287
"USDEUR",15:03:32.722,1.170384
"USDEUR",15:03:33.722,1.170274
"USDEUR",15:03:34.722,1.170216
"USDEUR",15:03:35.722,1.170273
"USDEUR",15:03:36.722,1.170344
"USDEUR",15:03:37.722,1.170292
"USDEUR",15:03:38.722,1.170298
"USDEUR",15:03:39.722,1.170302
"USDEUR",15:03:40.722,1.170104
"USDEUR",15:03:41.722,1.170005
"USDEUR",15:03:42.722,1.17001
"USDEUR",15:03:43.722,1.170021
"USDEUR",15:03:44.722,1.169876
"USDEUR",15:03:45.722,1.169897
"USDEUR",15:03:46.722,1.169868
"USDEUR",15:03:47.722,1.16978
"USDEUR",15:03:48.722,1.169887
"USDEUR",15:03:49.722,1.169886
"USDEUR",15:03:50.722,1.169851
"USDEUR",15:03:51.722,1.169826
"USDEUR",15:03:52.722,1.17001
"USDEUR",15:03:53.722,1.169862
"USDEUR",15:03:54.722,1.169907
"USDEUR",15:03:55.722,1.169943
"USDEUR",15:03:56.722,1.169947
"USDEUR",15:03:57.722,1.170056
"USDEUR",15:03:58.722,1.17003
"USDEUR",15:03:59.722,1.170151
"USDEUR",15:04:00.722,1.170233
"USDEUR",15:04:01.722,1.170083
"USDEUR",15:04:02.722,1.17019
"USDEUR",15:04:03.722,1.170185
"USDEUR",15:04:04.722,1.170262
"USDEUR",15:04:05.722,1.170257
"USDEUR",15:04:06.722,1.170218
"USDEUR",15:04:07.722,1.170078
"USDEUR",15:04:08.722,1.169991
"USDEUR",15:04:09.722,1.169883
"USDEUR",15:04:10.722,1.169613
"USDEUR",15:04:11.722,1.169672
"USDEUR",15:04:12.722,1.169631
"USDEUR",15:04:13.722,1.169786
"USDEUR",15:04:14.722,1.169793
"USDEUR",15:04:15.722,1.169757
"USDEUR",15:04:16.722,1.169863
"USDEUR",15:04:17.722,1.16993
"USDEUR",15:04:18.722,1.169914
"USDEUR",15:04:19.722,1.169839
"USDEUR",15:04:20.722,1.169865
"USDEUR",15:04:21.722,1.16981
"USDEUR",15:04:22.722,1.169726
"USDEUR",15:04:23.722,1.169684
"USDEUR",15:04:24.722,1.169852
"USDEUR",15:04:25.722,1.169674
"USDEUR",15:04:26.722,1.16965
"USDEUR",15:04:27.722,1.169683
"USDEUR",15:04:28.722,1.169702
"USDEUR",15:04:29.722,1.169733
"USDEUR",15:04:30.722,1.169742
"USDEUR",15:04:31.722,1.169818
"USDEUR",15:04:32.722,1.169795
"USDEUR",15:04:33.722,1.169675
"USDEUR",15:04:34.722,1.169768
"USDEUR",15:04:35.722,1.169927
"USDEUR",15:04:36.722,1.169862
"USDEUR",15:04:37.722,1.169997
"USDEUR",15:04:38.722,1.170025
"USDEUR",15:04:39.722,1.169998
"USDEUR",15:04:40.722,1.169932
"USDEUR",15:04:41.722,1.169965
"USDEUR",15:04:42.722,1.1698
"USDEUR",15:04:43.722,1.169747
"USDEUR",15:04:44.722,1.169653
"USDEUR",15:04:45.722,1.169659
"USDEUR",15:04:46.722,1.169678
"USDEUR",15:04:47.722,1.169707
"USDEUR",15:04:48.722,1.169563
"USDEUR",15:04:49.722,1.169515
"USDEUR",15:04:50.722,1.169649
"USDEUR",15:04:51.722,1.169506
"USDEUR",15:04:52.722,1.169668
"USDEUR",15:04:53.722,1.169683
"USDEUR",15:04:54.722,1.169593
"USDEUR",15:04:55.722,1.169431
"USDEUR",15:04:56.722,1.169461
"USDEUR",15:04:57.722,1.169598
"USDEUR",15:04:58.722,1.169511
"USDEUR",15:04:59.722,1.169568
"USDEUR",15:05:00.722,1.169434
"USDEUR",15:05:01.722,1.169373
"USDEUR",15:05:02.722,1.169437
"USDEUR",15:05:03.722,1.16949
"USDEUR",15:05:04.722,1.16942
"USDEUR",15:05:05.722,1.169444
"USDEUR",15:05:06.722,1.169439
"USDEUR",15:05:07.722,1.169459
"USDEUR",15:05:08.722,1.169517
"USDEUR",15:05:09.722,1.169501
"USDEUR",15:05:10.722,1.169474
"USDEUR",15:05:11.722,1.169472
"USDEUR",15:05:12.722,1.169517
"USDEUR",15:05:13.722,1.169634
"USDEUR",15:05:14.722,1.169504
"USDEUR",15:05:15.722,1.169495
"USDEUR",15:05:16.722,1.169457
"USDEUR",15:05:17.722,1.169466
"USDEUR",15:05:18.722,1.169542
"USDEUR",15:05:19.722,1.169476
"USDEUR",15:05:20.722,1.169498
"USDEUR",15:05:21.722,1.169462
"USDEUR",15:05:22.722,1.169414
"USDEUR",15:05:23.722,1.169353
"USDEUR",15:05:24.722,1.169513
"USDEUR",15:05:25.722,1.16949
"USDEUR",15:05:26.722,1.169551
"USDEUR",15:05:27.722,1.169604
"USDEUR",15:05:28.722,1.169504
"USDEUR",15:05:29.722,1.169345
"USDEUR",15:05:30.722,1.169266
"USDEUR",15:05:31.722,1.169152
"USDEUR",15:05:32.722,1.16929
"USDEUR",15:05:33.722,1.169293
"USDEUR",15:05:34.722,1.169449
"USDEUR",15:05:35.722,1.16931
"USDEUR",15:05:36.722,1.16924
"USDEUR",15:05:37.722,1.169144
"USDEUR",15:05:38.722,1.16922
"USDEUR",15:05:39.722,1.169323
"USDEUR",15:05:40.722,1.16925
"USDEUR",15:05:41.722,1.169236
"USDEUR",15:05:42.722,1.1693
"USDEUR",15:05:43.722,1.169257
"USDEUR",15:05:44.722,1.169535
"USDEUR",15:05:45.722,1.169686
"USDEUR",15:05:46.722,1.169789
"USDEUR",15:05:47.722,1.16972
"USDEUR",15:05:48.722,1.169839
"USDEUR",15:05:49.722,1.169742
"USDEUR",15:05:50.722,1.169728
"USDEUR",15:05:51.722,1.169823
"USDEUR",15:05:52.722,1.169936
"USDEUR",15:05:53.722,1.169695
"USDEUR",15:05:54.722,1.16963
"USDEUR",15:05:55.722,1.169526
"USDEUR",15:05:56.722,1.169588
"USDEUR",15:05:57.722,1.169542
"USDEUR",15:05:58.722,1.169524
"USDEUR",15:05:59.722,1.169471
"USDEUR",15:06:00.722,1.169566
"USDEUR",15:06:01.722,1.169587
"USDEUR",15:06:02.722,1.169658
"USDEUR",15:06:03.722,1.169531
"USDEUR",15:06:04.722,1.16964
"USDEUR",15:06:05.722,1.16971
"USDEUR",15:06:06.722,1.169447
"USDEUR",15:06:07.722,1.169272
"USDEUR",15:06:08.722,1.169365
"USDEUR",15:06:09.722,1.169263
"USDEUR",15:06:10.722,1.169159
"USDEUR",15:06:11.722,1.169124
"USDEUR",15:06:12.722,1.169183
"USDEUR",15:06:13.722,1.168998
"USDEUR",15:06:14.722,1.169158
"USDEUR",15:06:15.722,1.168952
"USDEUR",15:06:16.722,1.169137
"USDEUR",15:06:17.722,1.169131
"USDEUR",15:06:18.722,1.169086
"USDEUR",15:06:19.722,1.169028
"USDEUR",15:06:20.722,1.169064
"USDEUR",15:06:21.722,1.168889
"USDEUR",15:06:22.722,1.168815
"USDEUR",15:06:23.722,1.168665
"USDEUR",15:06:24.722,1.168749
"USDEUR",15:06:25.722,1.16863
"USDEUR",15:06:26.722,1.168551
"USDEUR",15:06:27.722,1.168396
"USDEUR",15:06:28.722,1.168451
"USDEUR",15:06:29.722,1.168575
"USDEUR",15:06:30.722,1.168589
"USDEUR",15:06:31.722,1.168486
"USDEUR",15:06:32.722,1.168545
"USDEUR",15:06:33.722,1.168371
"USDEUR",15:06:34.722,1.168287
"USDEUR",15:06:35.722,1.168426
"USDEUR",15:06:36.722,1.168524
"USDEUR",15:06:37.722,1.168503
"USDEUR",15:06:38.722,1.168409
"USDEUR",15:06:39.722,1.168484
"USDEUR",15:06:40.722,1.168402
"USDEUR",15:06:41.722,1.168334
"USDEUR",15:06:42.722,1.168352
"USDEUR",15:06:43.722,1.168342
"USDEUR",15:06:44.722,1.168458
"USDEUR",15:06:45.722,1.168503
"USDEUR",15:06:46.722,1.168383
"USDEUR",15:06:47.722,1.168464
"USDEUR",15:06:48.722,1.168426
"USDEUR",15:06:49.722,1.168403
"USDEUR",15:06:50.722,1.168265
"USDEUR",15:06:51.722,1.168357
"USDEUR",15:06:52.722,1.16838
"USDEUR",15:06:53.722,1.168427
"USDEUR",15:06:54.722,1.168459
"USDEUR",15:06:55.722,1.168544
"USDEUR",15:06:56.722,1.168378
"USDEUR",15:06:57.722,1.168559
"USDEUR",15:06:58.722,1.168524
"USDEUR",15:06:59.722,1.168377
"USDEUR",15:07:00.722,1.168373
"USDEUR",15:07:01.722,1.168351
"USDEUR",15:07:02.722,1.168226
"USDEUR",15:07:03.722,1.168236
"USDEUR",15:07:04.722,1.168219
"USDEUR",15:07:05.722,1.168063
"USDEUR",15:07:06.722,1.168141
"USDEUR",15:07:07.722,1.168212
"USDEUR",15:07:08.722,1.168282
"USDEUR",15:07:09.722,1.168166
"USDEUR",15:07:10.722,1.168287
"USDEUR",15:07:11.722,1.1684
"USDEUR",15:07:12.722,1.168471
"USDEUR",15:07:13.722,1.168348
"USDEUR",15:07:14.722,1.168457
"USDEUR",15:07:15.722,1.168528
"USDEUR",15:07:16.722,1.168676
"USDEUR",15:07:17.722,1.168664
"USDEUR",15:07:18.722,1.168694
"USDEUR",15:07:19.722,1.16866
"USDEUR",15:07:20.722,1.168664
"USDEUR",15:07:21.722,1.168632
"USDEUR",15:07:22.722,1.168566
"USDEUR",15:07:23.722,1.168575
"USDEUR",15:07:24.722,1.168651
"USDEUR",15:07:25.722,1.168688
"USDEUR",15:07:26.722,1.1687
"USDEUR",15:07:27.722,1.168681
"USDEUR",15:07:28.722,1.168584
"USDEUR",15:07:29.722,1.168483
"USDEUR",15:07:30.722,1.16847
"USDEUR",15:07:31.722,1.168507
"USDEUR",15:07:32.722,1.168553
"USDEUR",15:07:33.722,1.16873
"USDEUR",15:07:34.722,1.168625
"USDEUR",15:07:35.722,1.168953
"USDEUR",15:07:36.722,1.168814
"USDEUR",15:07:37.722,1.168613
"USDEUR",15:07:38.722,1.168537
"USDEUR",15:07:39.722,1.168655
"USDEUR",15:07:40.722,1.168801
"USDEUR",15:07:41.722,1.168977
"USDEUR",15:07:42.722,1.168977
"USDEUR",15:07:43.722,1.16904
"USDEUR",15:07:44.722,1.168967
"USDEUR",15:07:45.722,1.168976
"USDEUR",15:07:46.722,1.168984
"USDEUR",15:07:47.722,1.168982
"USDEUR",15:07:48.722,1.168973
"USDEUR",15:07:49.722,1.168851
"USDEUR",15:07:50.722,1.168725
"USDEUR",15:07:51.722,1.168636
"USDEUR",15:07:52.722,1.168647
"USDEUR",15:07:53.722,1.168829
"USDEUR",15:07:54.722,1.168819
"USDEUR",15:07:55.722,1.168759
"USDEUR",15:07:56.722,1.168841
"USDEUR",15:07:57.722,1.16882
"USDEUR",15:07:58.722,1.168948
"USDEUR",15:07:59.722,1.168979
"USDEUR",15:08:00.722,1.169147
"USDEUR",15:08:01.722,1.169203
"USDEUR",15:08:02.722,1.169352
"USDEUR",15:08:03.722,1.169334
"USDEUR",15:08:04.722,1.169478
"USDEUR",15:08:05.722,1.169525
"USDEUR",15:08:06.722,1.169418
"USDEUR",15:08:07.722,1.169559
"USDEUR",15:08:08.722,1.169557
"USDEUR",15:08:09.722,1.169539
"USDEUR",15:08:10.722,1.169659
"USDEUR",15:08:11.722,1.169437
"USDEUR",15:08:12.722,1.169374
"USDEUR",15:08:13.722,1.169572
"USDEUR",15:08:14.722,1.169588
"USDEUR",15:08:15.722,1.169521
"USDEUR",15:08:16.722,1.169596
"USDEUR",15:08:17.722,1.169544
"USDEUR",15:08:18.722,1.169572
"USDEUR",15:08:19.722,1.169771
"USDEUR",15:08:20.722,1.169783
"USDEUR",15:08:21.722,1.16978
"USDEUR",15:08:22.722,1.169827
"USDEUR",15:08:23.722,1.169798
"USDEUR",15:08:24.722,1.169678
"USDEUR",15:08:25.722,1.169828
"USDEUR",15:08:26.722,1.169928
"USDEUR",15:08:27.722,1.170008
"USDEUR",15:08:28.722,1.169901
"USDEUR",15:08:29.722,1.169918
"USDEUR",15:08:30.722,1.169959
"USDEUR",15:08:31.722,1.169935
"USDEUR",15:08:32.722,1.170101
"USDEUR",15:08:33.722,1.170229
"USDEUR",15:08:34.722,1.170426
"USDEUR",15:08:35.722,1.170308
"USDEUR",15:08:36.722,1.170395
"USDEUR",15:08:37.722,1.17041
"USDEUR",15:08:38.722,1.170248
"USDEUR",15:08:39.722,1.170191
"USDEUR",15:08:40.722,1.170098
"USDEUR",15:08:41.722,1.170109
"USDEUR",15:08:42.722,1.170068
"USDEUR",15:08:43.722,1.170303
"USDEUR",15:08:44.722,1.170277
"USDEUR",15:08:45.722,1.170374
"USDEUR",15:08:46.722,1.17035
